customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
Madison Price,jacksonpaul@example.net,Other,45-54,No,Stationery,Fruits,embrace front-end channels,1,However serious staff kid. Able laugh lawyer upon state age. Information medical raise glass particularly plant.,Yes,Other,5a248be4-5d52-40f8-86ed-21bbdf0397d7,Confirmed,Offline,Cash,Yes,London,Shipped,2,20,Yes,2024-09-20,Usability,Excellent,Negative,0.022814999262356084,117,5,Not Resolved,Rodney Hunt,carolgarcia@example.org
Alejandro Holden,castrokayla@example.org,Other,18-24,No,Household Items,Beverages,seize holistic partnerships,3,"Anyone just system guess particular. Opportunity smile nothing.
Nearly color loss fast citizen. It cell spring out marriage ago understand out. Happy statement college how.",No,Other,ee684391-d397-4ba6-bc55-6a9a8943774d,Not Confirmed,Online,UPI,Yes,Mumbai,Shipped,6,1,Yes,2024-05-12,Quality,Poor,Negative,0.7409021104277655,112,1,Resolved,Kathleen Friedman,amandabrady@example.org
Stephanie Aguilar,xwatson@example.net,Other,55+,No,Household Items,Vegetables,productize extensible infrastructures,3,Few process son baby point eye gas human. Serve growth suggest where marriage including.,No,Missing Parts,9b295b90-e8e0-4eab-b9fc-85cb199cf6c3,Not Confirmed,Online,Card,No,Chicago,Pending,7,3,No,2024-03-04,Delivery,Poor,Negative,0.2412975450687722,199,4,Resolved,Regina Rodriguez,mcraig@example.com
James Castro,laura52@example.org,Male,45-54,Yes,Personal Care,Paper,redefine plug-and-play vortals,2,"Less maybe throughout carry include. Development religious ability really phone air.
Production spring item care pay with myself avoid. Less often who actually whom.",Yes,Defective,5897cd9e-21ce-4b30-bdcb-de37d809260a,Confirmed,Offline,UPI,Yes,Chicago,Pending,3,21,No,2024-08-08,Usability,Average,Positive,-0.28201622506856716,166,2,Resolved,Sarah Gill,amandabrady@example.org
Mary Knight,johnhernandez@example.com,Male,35-44,Yes,Kitchen Appliances,Blenders,expedite world-class e-business,4,"Ten between than knowledge child catch recent. Try church look check lay. Method bring recent green require only approach.
But unit far wife. Need see dinner same poor. Fact wide street.",Yes,Missing Parts,0e3765c2-cc06-4c33-853f-7ee51d02d927,Confirmed,Offline,Cash,Yes,Los Angeles,Delivered,6,19,No,2024-05-11,Price,Poor,Negative,0.6884327669266979,180,2,Resolved,Rebecca Banks,amandabrady@example.org
William Boyd,ystrickland@example.com,Other,35-44,Yes,Kitchen Appliances,Bedding,disintermediate visionary architectures,5,Office field charge sort well inside player. Miss western most economic nothing turn the. Despite feel learn side.,Yes,Other,506aed6a-3513-42f2-9118-fbbeac38ec48,Confirmed,Online,Card,No,Chicago,Shipped,3,17,No,2024-07-29,Quality,Poor,Neutral,0.6675668243342967,189,2,Not Resolved,Jason Howell,rachelstone@example.net
Latoya Serrano,graytami@example.net,Female,25-34,Yes,Kitchen Appliances,Toasters,extend cutting-edge vortals,5,"Evening Republican son nation better. Modern remember next as interview.
Local thought those off dream north. Later test whole special thus effect kid. Court stuff foreign adult public.",No,Other,7ed7c05c-0fc1-4204-bd82-709121bf9c86,Confirmed,Offline,Card,Yes,Chicago,Shipped,1,20,Yes,2024-09-09,Customer Support,Poor,Positive,-0.3350029720047616,120,4,Resolved,Karen Taylor,amandabrady@example.org
Trevor Brown,crystal42@example.com,Other,45-54,No,Groceries,Rice Cookers,implement bricks-and-clicks synergies,1,"Then worker support political prove beautiful condition various.
Successful or prepare born state happy believe. Window ten from no soldier. Son happy he before measure focus under.",Yes,Defective,4e2e11be-356e-4b36-a611-720c69dbb03c,Not Confirmed,Offline,UPI,Yes,London,Delivered,1,4,Yes,2024-07-15,Customer Support,Poor,Neutral,-0.8946478839093217,199,5,Not Resolved,Regina Rodriguez,amandabrady@example.org
Robert Berger,pamela69@example.net,Female,18-24,Yes,Personal Care,Rice Cookers,drive front-end metrics,2,"Affect your economy left should develop. Room suffer collection fill also toward writer.
Mouth suffer baby idea whom represent operation. Building deal increase management street challenge.",No,Not as Described,5ea79fb3-2aba-4044-a095-37ba6d6f57dc,Confirmed,Offline,Cash,No,Chicago,Shipped,2,1,No,2024-08-08,Service,Average,Neutral,-0.03806930806062603,143,3,Resolved,Paul Brown,mcraig@example.com
Mary Johnson,rfranklin@example.org,Female,25-34,No,Household Items,Cleaning Supplies,grow extensible vortals,2,Word democratic sea military Republican pattern individual never. Theory notice front source leg never.,Yes,Other,87b3daf8-2daa-4d4b-a9a3-a944a99f13bd,Not Confirmed,Online,Cash,No,New York,Shipped,3,5,No,2024-07-23,Price,Good,Positive,-0.6537439998726173,173,4,Resolved,Rodney Hunt,thompsondawn@example.org
Stephen Arnold,john05@example.net,Other,18-24,Yes,Kitchen Appliances,Bedding,optimize compelling e-business,5,"Value doctor responsibility green. Off relate young event. Evening point work until leader citizen threat.
Significant into environmental hear young amount. Statement against would before area play.",No,Missing Parts,30e91bed-91c4-438c-9c1c-c7dcb0e40be0,Confirmed,Online,Cash,No,London,Shipped,2,18,Yes,2024-07-29,Quality,Excellent,Negative,0.41061848583015603,133,4,Not Resolved,Matthew Hall,thomas01@example.org
Jennifer Jimenez,nedwards@example.org,Male,35-44,Yes,Kitchen Appliances,Bedding,facilitate collaborative info-mediaries,5,Environmental deal fight relate majority health. Others where senior business full identify. Fall way table age key it claim.,Yes,Not as Described,4ca5d329-3871-40ae-bd99-c4945e19e144,Not Confirmed,Offline,Card,Yes,Los Angeles,Shipped,6,14,Yes,2024-07-29,Quality,Poor,Positive,-0.10203138338306883,153,3,Not Resolved,Regina Rodriguez,jeffreyleonard@example.com
Seth Lara,hudsonkevin@example.net,Female,35-44,Yes,Stationery,Notebooks,empower global experiences,5,Simple majority side people those. Yeah quickly catch performance hard land your. Financial structure I listen several imagine hot.,No,Other,1490e2b3-2664-4272-9c83-1e38054277d7,Not Confirmed,Offline,Cash,No,Chicago,Shipped,4,24,No,2024-10-30,Usability,Average,Positive,-0.4510120004729221,181,1,Resolved,Rodney Hunt,thomas01@example.org
Samantha Webster,dominiquegonzales@example.org,Male,45-54,Yes,Kitchen Appliances,Furniture,unleash sticky eyeballs,5,"Computer suffer fast total industry. Above world across.
Sure former create. Power enough step history.",No,Other,8be885ce-ecd0-4715-a920-8fe9274b6fe2,Not Confirmed,Offline,UPI,No,London,Delivered,1,8,Yes,2024-08-28,Quality,Poor,Neutral,0.2948029289518146,103,3,Resolved,Karen Taylor,cwhite@example.com
Phyllis Johnson,whitedustin@example.org,Female,18-24,No,Groceries,Notebooks,maximize cross-platform partnerships,1,"Our respond gas play successful explain. East collection close past up recently.
Hotel us total field major field. Key difficult record write fire man.",No,Other,89f09e20-cd1e-44a2-a54b-42e8eee4ebfd,Not Confirmed,Online,Cash,Yes,Chicago,Pending,1,4,No,2024-09-22,Price,Average,Positive,0.2566266770854584,182,5,Resolved,Kathleen Friedman,thomas01@example.org
Tonya Gamble,alejandra63@example.org,Male,55+,Yes,Stationery,Beverages,grow granular infrastructures,4,"Partner tonight Congress maybe wrong fish glass. Discussion our soldier deep certain you return. Rather event thing black raise.
Now front gun.",Yes,Other,d47438b1-628f-4ceb-919c-f5c5f280b0f5,Not Confirmed,Online,Card,Yes,New York,Delivered,5,19,Yes,2024-09-04,Usability,Average,Positive,0.4314503848564317,102,3,Resolved,Paul Brown,thomas01@example.org
Jennifer Hunter,davidjackson@example.net,Male,45-54,No,Stationery,Toasters,empower collaborative e-commerce,1,Yes production time coach star ability toward nothing. Yet staff anyone country. Sure have spend you matter most grow.,Yes,Missing Parts,3817dd81-9529-4d8c-92ad-9d29e46a808d,Confirmed,Online,UPI,No,Los Angeles,Pending,5,24,Yes,2024-01-24,Service,Excellent,Negative,-0.30546451380387407,86,4,Not Resolved,Regina Rodriguez,dvalenzuela@example.net
Robert Mccormick,fisherstephen@example.net,Other,25-34,No,Personal Care,Furniture,orchestrate seamless technologies,5,Stay month drug rock. Participant skin second I. Yes government side ask.,Yes,Not as Described,099edf9d-0650-4080-b3e5-2d1df07017b7,Confirmed,Online,Cash,Yes,London,Pending,6,24,No,2024-10-07,Customer Support,Good,Neutral,-0.13957522308003512,114,2,Not Resolved,Sarah Gill,thomas01@example.org
Timothy Francis,david94@example.org,Male,18-24,Yes,Personal Care,Fruits,transition e-business technologies,1,"Almost another research like what with near. Read again rest lot. Son statement indicate find discover service.
Too people goal become recognize. Rest note life first body. Push town ok report.",Yes,Missing Parts,ba4ddb01-df91-4b63-a0fe-eb9011e56b16,Not Confirmed,Online,UPI,No,Chicago,Shipped,6,14,Yes,2024-10-06,Quality,Excellent,Neutral,0.5548760570702644,82,2,Not Resolved,Regina Rodriguez,amandabrady@example.org
Charles Wilcox,dodsoncheryl@example.com,Other,25-34,No,Stationery,Furniture,incubate user-centric paradigms,2,"Always southern program. Standard mind loss article quickly. Tax realize collection.
Able deep score she heart. Fly office air whose. Though right hard close picture film.",No,Other,9d7c0f08-c9d0-4a69-ba81-6da8626a4776,Not Confirmed,Online,Card,No,Chicago,Pending,2,20,No,2024-09-30,Delivery,Excellent,Neutral,0.6962801191320154,132,3,Resolved,Jason Howell,thomas01@example.org
Brandon Lowe,velazquezjessica@example.net,Other,45-54,Yes,Stationery,Pencils,empower extensible e-commerce,5,"I trial indicate detail hospital. Drug direction Mr once.
Nothing prove there sister. Blood economy make camera term skill.",No,Defective,df7ceb7f-2c13-480b-aedf-348a1c4fcc01,Confirmed,Offline,Cash,Yes,Los Angeles,Delivered,1,3,Yes,2024-07-29,Service,Poor,Positive,0.8570185103300088,162,3,Resolved,Matthew Hall,thomas01@example.org
Angela Gonzalez,hlowe@example.com,Female,55+,Yes,Household Items,Paper,brand cutting-edge content,5,Skin yeah personal our various ten. Turn affect director myself late fill memory. Group common staff opportunity. Media opportunity production receive industry.,No,Other,7e89355a-9b2f-42be-b348-8705f490e5bb,Not Confirmed,Offline,Card,No,Chicago,Shipped,3,3,Yes,2024-05-28,Service,Excellent,Negative,-0.8609168443951565,198,4,Not Resolved,Rebecca Banks,rachelstone@example.net
Erin Love,oboyle@example.org,Male,55+,Yes,Groceries,Hair Care,orchestrate innovative paradigms,4,"National activity game ask choice. Standard career serve debate general region.
Pm plant set east after. Man participant along represent picture training.",Yes,Not as Described,da6d6dd9-5115-45f5-bf35-93dc38403890,Confirmed,Offline,Card,Yes,Mumbai,Pending,3,15,No,2024-06-10,Delivery,Good,Neutral,0.9777321410393602,176,4,Resolved,Linda Barber,dvalenzuela@example.net
Christopher Lowe,derekharris@example.com,Female,55+,No,Kitchen Appliances,Pens,re-contextualize distributed functionalities,1,Daughter bank their say degree staff. Expert of receive determine research. Ground green social project.,Yes,Not as Described,32d662b2-9054-418f-826f-6ccd370bca53,Not Confirmed,Offline,Cash,No,Chicago,Shipped,5,7,Yes,2024-09-16,Quality,Poor,Neutral,0.6295112173257296,107,4,Resolved,Linda Barber,thompsondawn@example.org
Sara Gonzalez,ruizsandra@example.com,Other,18-24,Yes,Groceries,Skincare,enhance back-end niches,3,Fish perform soldier focus one magazine. Smile ask year catch. Dog painting rock set evening material management.,No,Not as Described,bf7cb7df-e04c-46bd-9443-d09fbaeb7b1e,Not Confirmed,Offline,Card,Yes,Mumbai,Shipped,5,4,No,2024-08-06,Delivery,Excellent,Neutral,-0.9447558413462998,77,2,Resolved,Jason Howell,carolgarcia@example.org
Walter Gray,marissa06@example.com,Male,35-44,Yes,Kitchen Appliances,Hair Care,exploit bricks-and-clicks relationships,2,Standard arrive ground offer question food attorney blue. Bar class already respond. Describe per see. Attack quite challenge safe pay give fight.,No,Missing Parts,e0bc86bd-7daa-4ee5-8249-7dd6bf32651b,Not Confirmed,Online,Card,No,Chicago,Shipped,6,21,No,2024-07-20,Price,Poor,Positive,0.47518745404217677,150,3,Not Resolved,Sarah Gill,thomas01@example.org
Anthony Leon,ljones@example.com,Other,25-34,Yes,Stationery,Skincare,utilize scalable systems,3,"Believe economic pretty specific many follow agent.
Final enjoy idea animal late relate. Reason already concern local.
Less become green ago leader role in. Establish state hit in brother.",No,Defective,5f2fbb22-65e1-4569-8ca6-2fb74b8bddda,Confirmed,Offline,Cash,No,Chicago,Delivered,1,16,Yes,2024-02-21,Usability,Excellent,Negative,0.5563132981906758,194,1,Resolved,Rodney Hunt,mcraig@example.com
Gary Andrews,srichardson@example.net,Other,25-34,No,Household Items,Bedding,engage e-business web services,4,"Bad evidence current environment defense safe impact. At social contain program court region whole. Develop night likely kind him tough market.
Music point those. Amount community TV total growth.",Yes,Defective,16134ede-7e1f-41c1-a99b-f4c018b6dc4b,Not Confirmed,Online,UPI,Yes,Los Angeles,Pending,1,4,No,2024-04-15,Delivery,Poor,Neutral,0.3965040596663254,149,4,Not Resolved,Kathleen Friedman,mcraig@example.com
Carolyn Brown,jonesruben@example.net,Other,55+,Yes,Kitchen Appliances,Cleaning Supplies,scale cross-media infrastructures,3,"Financial according carry article parent group. Size economy establish imagine executive property music.
Be police war near. Enjoy present but remember dog born mother expect.",Yes,Not as Described,71790468-7163-47f7-86ab-3f82ccab3b64,Confirmed,Online,Cash,Yes,Chicago,Pending,7,23,No,2024-07-21,Price,Good,Positive,-0.22931336447918915,162,4,Not Resolved,Jason Howell,rachelstone@example.net
Thomas Carpenter,williamsalexander@example.com,Other,45-54,Yes,Groceries,Fruits,incubate B2C e-commerce,3,Television subject report letter. Practice dinner out theory represent ability.,No,Defective,b2190fab-f18f-479a-ab1a-77179ecadb03,Confirmed,Online,UPI,No,London,Shipped,7,3,Yes,2024-04-12,Service,Average,Negative,0.034928790679920496,185,3,Not Resolved,Karen Taylor,thompsondawn@example.org
Crystal Lowery,harveychristine@example.com,Female,35-44,No,Kitchen Appliances,Notebooks,repurpose front-end synergies,4,"Available agent conference majority inside. Hot trip common responsibility bring oil western style. Born who front feeling and.
Laugh tonight offer really.",Yes,Other,0da0e8d3-90b4-4148-8e96-b851a8a6c346,Confirmed,Online,Card,Yes,Chicago,Shipped,4,3,Yes,2024-10-11,Quality,Excellent,Neutral,-0.1719465168356078,126,3,Resolved,Paul Brown,carolgarcia@example.org
Carrie Wagner,rrice@example.com,Female,18-24,Yes,Stationery,Cleaning Supplies,exploit killer paradigms,2,Or fly edge exist down wide might. Feel question field space. Will memory likely the behavior third. Law new on throughout near thing.,Yes,Other,c3327efb-be01-44bc-ba03-e5c19b16f5e7,Confirmed,Offline,Cash,No,Los Angeles,Delivered,7,24,Yes,2024-02-15,Price,Excellent,Positive,-0.8408983215883288,148,5,Resolved,Sarah Gill,cwhite@example.com
Sarah Ware,richardmorris@example.org,Male,35-44,No,Household Items,Paper,leverage scalable supply-chains,2,"Century box news green throw. Yes tonight about image whether eat.
Animal recognize Congress.
Call teach single leave air common true. Son beat center.
Series data career. True very make bank.",No,Missing Parts,1d60fef8-d515-4282-8cae-7e49cadcae09,Confirmed,Online,Card,Yes,London,Shipped,2,6,Yes,2024-04-21,Usability,Average,Negative,0.910003313648873,180,3,Resolved,Karen Taylor,thompsondawn@example.org
Luis Howard,davidcardenas@example.org,Male,35-44,Yes,Personal Care,Paper,evolve bleeding-edge models,3,"Plan almost forward today happy central test fall. Everybody cost article include investment.
Into say actually character. Tend enter as unit movie next smile. History many especially all.",Yes,Other,4c8ab7f8-031a-433c-b5b8-2b2c73c72a92,Confirmed,Online,Cash,No,Chicago,Delivered,7,8,Yes,2024-01-26,Customer Support,Poor,Negative,-0.6880710037274904,155,1,Resolved,Karen Taylor,rachelstone@example.net
Lisa Martinez,robertwilliams@example.net,Other,35-44,No,Personal Care,Pencils,strategize web-enabled paradigms,4,"Into attack career fill. Woman must teach strategy citizen bill discover.
Arrive huge all possible effect account. Station western buy camera. Ball those guy themselves around bar adult.",Yes,Defective,9b1d2601-874a-442c-b49a-b84d450590e1,Confirmed,Offline,UPI,Yes,New York,Pending,3,21,Yes,2024-09-12,Delivery,Excellent,Neutral,-0.19059517036512563,174,1,Resolved,Regina Rodriguez,bondcourtney@example.com
